Fresh feed flow,Ambient temperature,Feed temperature,Reactor pressure,Regenerator pressure,Furnace temperature,Reactor feed temperature,Regenerator temperature,Catalyst level,Stack gas temperature,Stack gas CO content (ppm),regenerature temperature controller valve opening,Reactor feed temperature controller valve opening,Reactor temperature controller valve opening,Ampearage combustion air blower,Ampearage wet gas blower,Furnace fuel flowrate,Combustion air flowrate,LPG flowrate,Light cycle oil flowrate,Reflux flowrate,Overhead fractionator temperature,Fractionator temperature controller valve opening
168.52,78.915,461.06,34.4,28,1584.9,616,1250,32.916,1255.6,29686,26.194,59.362,43.935,285.95,226.89,2039.5,3837.7,3447.7,1694.8,3529.9,322.87,57.049
168.46,78.894,461.22,34.4,28,1583.5,616.01,1250,32.927,1255.6,29688,26.188,59.261,43.925,285.92,226.87,2036.1,3837.4,3447.2,1694.9,3529.9,322.86,57.05
168.41,78.878,461.1,34.4,28,1583.9,616,1250,32.936,1255.7,29689,26.18,59.294,43.916,285.89,226.84,2037.2,3836.9,3446.6,1695.3,3529.7,322.85,57.048
168.37,78.864,461.23,34.4,28,1582.9,616.01,1250,32.944,1255.7,29688,26.171,59.218,43.907,285.85,226.81,2034.6,3836.3,3446,1695.7,3529.3,322.84,57.043
168.45,78.883,461.07,34.4,28,1584.3,616,1250.1,32.926,1255.7,29688,26.164,59.323,43.919,285.84,226.82,2038.2,3835.8,3446.1,1696.2,3528.9,322.84,57.037
168.48,78.884,460.88,34.4,28,1585.7,615.99,1250.1,32.915,1255.7,29691,26.16,59.422,43.925,285.83,226.81,2041.6,3835.5,3445.9,1696.6,3528.4,322.84,57.03
168.53,78.89,461.12,34.4,28,1584.5,616,1250.1,32.901,1255.7,29695,26.157,59.335,43.934,285.83,226.8,2038.6,3835.3,3445.9,1697,3527.9,322.83,57.023
168.5,78.876,461.07,34.4,28,1584.7,616,1250,32.9,1255.6,29701,26.155,59.345,43.933,285.81,226.78,2039,3835.1,3445.3,1697.1,3527.4,322.83,57.015
168.51,78.873,461.25,34.4,28,1583.6,616.01,1250,32.894,1255.6,29708,26.153,59.269,43.937,285.8,226.76,2036.3,3835,3445.1,1697.2,3526.9,322.82,57.008
168.53,78.87,461.38,34.4,28,1582.9,616.01,1250,32.887,1255.6,29715,26.152,59.216,43.941,285.8,226.75,2034.5,3835,3444.9,1697.1,3526.5,322.81,57.003
168.55,78.867,461.14,34.4,28,1584.5,615.99,1250,32.879,1255.6,29722,26.152,59.332,43.947,285.8,226.75,2038.5,3835,3444.8,1696.9,3526.2,322.81,57
168.49,78.845,461.24,34.4,28,1583.6,616,1250,32.886,1255.6,29728,26.15,59.264,43.941,285.78,226.72,2036.2,3835,3444.3,1696.6,3526,322.8,56.996
168.54,78.853,461.37,34.4,28,1583.1,616,1250,32.875,1255.6,29734,26.151,59.229,43.95,285.79,226.73,2035,3835,3444.5,1696.3,3525.8,322.8,56.995
168.61,78.862,461.3,34.4,28,1583.9,616,1250,32.859,1255.6,29741,26.155,59.289,43.963,285.8,226.74,2037,3835.2,3444.8,1695.8,3526,322.8,56.997
168.61,78.852,461.25,34.4,28,1584.2,616,1250,32.856,1255.6,29748,26.159,59.31,43.966,285.81,226.74,2037.8,3835.6,3444.8,1695.2,3526.1,322.81,57
168.55,78.828,461.49,34.4,28,1582.4,616.01,1250,32.867,1255.6,29753,26.161,59.178,43.958,285.8,226.72,2033.2,3835.8,3444.4,1694.6,3526.3,322.8,57.002
168.59,78.832,461.16,34.4,28,1584.7,615.99,1250,32.86,1255.6,29758,26.165,59.344,43.966,285.81,226.73,2038.9,3836.1,3444.7,1693.9,3526.5,322.8,57.006
168.52,78.805,461.27,34.4,28,1583.6,616,1250,32.875,1255.6,29760,26.167,59.264,43.955,285.8,226.71,2036.2,3836.3,3444.2,1693.3,3526.7,322.8,57.01
168.49,78.793,461.12,34.4,28,1584.3,616,1250,32.882,1255.6,29761,26.167,59.32,43.951,285.79,226.7,2038.1,3836.3,3443.9,1692.9,3526.8,322.79,57.013
168.53,78.797,461.14,34.4,28,1584.4,616,1250,32.878,1255.6,29760,26.168,59.327,43.955,285.8,226.71,2038.4,3836.4,3444.1,1692.7,3527,322.79,57.016
168.55,78.794,461.26,34.4,28,1583.8,616,1250,32.876,1255.6,29760,26.17,59.281,43.957,285.8,226.71,2036.8,3836.5,3444.1,1692.6,3527.1,322.79,57.018
168.64,78.809,461.4,34.4,28,1583.5,616,1250,32.861,1255.6,29761,26.175,59.255,43.97,285.83,226.73,2035.9,3836.8,3444.6,1692.6,3527.4,322.8,57.021
168.64,78.8,461.29,34.4,28,1584.1,616,1250,32.861,1255.6,29762,26.18,59.304,43.972,285.84,226.73,2037.6,3837.2,3444.6,1692.6,3527.6,322.8,57.025
168.69,78.805,461.25,34.4,28,1584.7,615.99,1250,32.852,1255.6,29765,26.188,59.345,43.981,285.86,226.75,2039,3837.7,3445,1692.6,3527.9,322.8,57.029
168.73,78.804,461.26,34.4,28,1584.9,616,1250,32.847,1255.6,29768,26.197,59.356,43.988,285.89,226.77,2039.3,3838.4,3445.4,1692.6,3528.3,322.81,57.036
168.67,78.779,461.21,34.4,28,1584.9,616,1250,32.86,1255.6,29770,26.204,59.355,43.981,285.89,226.76,2039.3,3838.9,3445.1,1692.6,3528.7,322.81,57.042
168.64,78.762,461.15,34.4,28,1585,616,1250,32.874,1255.6,29770,26.209,59.369,43.974,285.9,226.75,2039.8,3839.4,3445,1692.7,3529.2,322.8,57.049
168.64,78.756,461.27,34.4,28,1584.3,616,1250,32.88,1255.6,29768,26.214,59.317,43.972,285.91,226.76,2038,3839.7,3445.2,1692.9,3529.6,322.8,57.057
168.63,78.744,461.26,34.4,28,1584.3,616,1250,32.89,1255.6,29765,26.217,59.313,43.967,285.91,226.76,2037.9,3840,3445.2,1693.2,3530.1,322.8,57.065
168.52,78.71,461.15,34.4,28,1584.3,616,1250,32.917,1255.6,29758,26.217,59.318,43.947,285.88,226.73,2038,3840.1,3444.6,1693.5,3530.4,322.8,57.07
168.55,78.712,461.07,34.4,28,1584.9,616,1250,32.921,1255.6,29751,26.216,59.365,43.946,285.88,226.74,2039.6,3840,3444.7,1693.9,3530.6,322.8,57.074
168.49,78.694,461.16,34.4,28,1584.1,616,1250,32.937,1255.6,29742,26.213,59.301,43.934,285.86,226.72,2037.5,3839.9,3444.3,1694.3,3530.7,322.79,57.076
168.43,78.672,460.97,34.4,28,1584.8,616,1250,32.955,1255.6,29731,26.207,59.36,43.919,285.83,226.69,2039.5,3839.5,3443.6,1694.8,3530.6,322.78,57.075
168.48,78.683,460.98,34.4,28,1585.1,616,1250,32.95,1255.6,29722,26.202,59.379,43.923,285.82,226.69,2040.1,3839.2,3443.7,1695.2,3530.3,322.78,57.072
168.39,78.656,461,34.4,28,1584.5,616,1250,32.967,1255.6,29712,26.194,59.335,43.907,285.78,226.65,2038.6,3838.7,3442.8,1695.7,3529.9,322.76,57.066
168.35,78.642,461.22,34.4,28,1582.8,616.01,1250,32.978,1255.6,29703,26.183,59.215,43.896,285.74,226.61,2034.5,3838,3442,1696.1,3529.2,322.75,57.057
168.23,78.609,461.22,34.4,28,1582.1,616.01,1250,33.001,1255.6,29692,26.168,59.165,43.874,285.67,226.54,2032.8,3837.1,3440.6,1696.6,3528.1,322.73,57.043
168.32,78.63,461.15,34.4,28,1583,616,1250,32.986,1255.6,29683,26.155,59.231,43.883,285.65,226.52,2035.1,3836.1,3440.4,1697.1,3527.1,322.71,57.029
168.33,78.63,461.24,34.4,28,1582.6,616,1250,32.977,1255.7,29677,26.143,59.198,43.884,285.61,226.49,2033.9,3835.3,3439.8,1697.6,3526,322.7,57.013
168.31,78.619,461.26,34.4,28,1582.3,616,1250.1,32.974,1255.7,29674,26.131,59.177,43.881,285.57,226.45,2033.2,3834.5,3438.8,1697.9,3524.7,322.68,56.995
168.36,78.628,461.29,34.4,28,1582.4,616,1250.1,32.957,1255.7,29673,26.121,59.186,43.89,285.54,226.42,2033.5,3833.8,3438.4,1698.1,3523.5,322.67,56.978
168.37,78.624,461.4,34.4,28,1581.8,616.01,1250.1,32.946,1255.7,29676,26.112,59.138,43.894,285.51,226.39,2031.9,3833.1,3437.7,1698,3522.3,322.66,56.961
168.37,78.617,461.14,34.4,28,1583.4,615.99,1250.1,32.935,1255.7,29680,26.103,59.256,43.898,285.49,226.35,2035.9,3832.6,3437,1697.7,3521.2,322.64,56.946
168.4,78.618,461.02,34.4,28,1584.3,615.99,1250.1,32.92,1255.7,29687,26.097,59.324,43.907,285.47,226.32,2038.3,3832.2,3436.5,1697.3,3520.2,322.63,56.931
168.37,78.603,461.13,34.4,28,1583.5,616,1250.1,32.915,1255.7,29694,26.09,59.261,43.907,285.44,226.28,2036.1,3831.7,3435.7,1696.7,3519.2,322.62,56.918
168.32,78.585,461.17,34.4,28,1583,616,1250.1,32.915,1255.7,29701,26.082,59.225,43.903,285.4,226.24,2034.8,3831.3,3434.8,1696,3518.3,322.6,56.906
168.3,78.573,461.11,34.4,28,1583.2,616,1250.1,32.911,1255.7,29707,26.074,59.241,43.903,285.37,226.2,2035.4,3830.7,3434,1695.3,3517.4,322.58,56.894
168.29,78.566,461.16,34.4,28,1582.8,616,1250.1,32.904,1255.7,29713,26.066,59.214,43.905,285.34,226.16,2034.5,3830.2,3433.4,1694.6,3516.5,322.57,56.882
168.33,78.569,461.13,34.4,28,1583.2,616,1250.1,32.888,1255.6,29719,26.06,59.243,43.914,285.32,226.14,2035.5,3829.8,3433,1693.9,3515.7,322.56,56.872
168.35,78.569,460.91,34.4,28,1584.7,615.99,1250.1,32.872,1255.6,29727,26.056,59.356,43.923,285.31,226.11,2039.3,3829.5,3432.5,1693.3,3515,322.55,56.861
168.3,78.548,460.76,34.4,28,1585.3,615.99,1250.1,32.872,1255.6,29734,26.051,59.4,43.921,285.28,226.06,2040.8,3829.2,3431.5,1692.6,3514.1,322.53,56.85
168.42,78.572,460.89,34.4,28,1585.3,615.99,1250.1,32.842,1255.6,29743,26.05,59.395,43.942,285.3,226.07,2040.7,3829.1,3431.7,1691.9,3513.5,322.53,56.841
168.46,78.573,460.9,34.4,28,1585.5,616,1250.1,32.824,1255.6,29753,26.053,59.408,43.955,285.3,226.06,2041.1,3829.3,3431.5,1691.3,3513,322.52,56.834
168.49,78.57,461.1,34.4,28,1584.4,616.01,1250.1,32.81,1255.6,29765,26.057,59.329,43.965,285.32,226.04,2038.4,3829.6,3431.2,1690.7,3512.5,322.52,56.828
168.52,78.567,461.38,34.4,28,1582.9,616.01,1250,32.798,1255.6,29777,26.063,59.215,43.975,285.33,226.03,2034.5,3830,3431.1,1690.2,3512.3,322.51,56.825
168.45,78.54,461.56,34.4,28,1581.4,616.02,1250,32.804,1255.6,29788,26.067,59.104,43.971,285.33,226,2030.7,3830.4,3430.4,1689.7,3512,322.5,56.822
168.45,78.531,461.52,34.4,28,1581.6,616.01,1250,32.803,1255.6,29796,26.071,59.124,43.974,285.33,225.98,2031.4,3830.7,3430,1689.3,3511.8,322.49,56.82
168.45,78.521,461.5,34.4,28,1581.7,616,1250,32.802,1255.6,29802,26.075,59.128,43.976,285.34,225.96,2031.5,3831.1,3429.7,1689.2,3511.7,322.48,56.82
168.47,78.518,461.5,34.4,28,1581.8,616,1250,32.798,1255.6,29806,26.08,59.137,43.981,285.35,225.96,2031.8,3831.5,3429.7,1689.2,3511.6,322.48,56.82
168.46,78.508,461.33,34.4,28,1582.8,615.99,1250,32.798,1255.6,29809,26.085,59.21,43.983,285.36,225.94,2034.3,3831.9,3429.4,1689.2,3511.6,322.47,56.821
168.48,78.505,461.1,34.4,28,1584.4,615.99,1250,32.794,1255.5,29811,26.092,59.325,43.987,285.38,225.94,2038.3,3832.3,3429.3,1689.3,3511.6,322.47,56.822
168.51,78.503,460.96,34.4,28,1585.4,615.99,1250,32.79,1255.5,29812,26.099,59.398,43.993,285.4,225.94,2040.8,3832.8,3429.3,1689.4,3511.7,322.47,56.823
168.55,78.502,460.91,34.4,28,1585.9,615.99,1250,32.786,1255.5,29812,26.107,59.439,43.999,285.42,225.94,2042.2,3833.4,3429.3,1689.5,3511.8,322.47,56.826
168.56,78.494,460.93,34.4,28,1585.9,615.99,1250,32.787,1255.5,29813,26.116,59.434,44.001,285.44,225.93,2042,3834,3429.3,1689.6,3512,322.46,56.829
168.43,78.452,460.96,34.4,28,1584.9,616,1250,32.815,1255.5,29810,26.119,59.367,43.981,285.43,225.88,2039.7,3834.4,3428.2,1689.7,3511.9,322.45,56.83
168.45,78.452,460.99,34.4,28,1584.9,616,1250,32.818,1255.5,29806,26.122,59.362,43.982,285.44,225.88,2039.6,3834.6,3428.2,1689.9,3511.9,322.44,56.831
168.51,78.459,461.07,34.4,28,1584.8,616,1250,32.812,1255.5,29800,26.127,59.353,43.988,285.46,225.89,2039.2,3835,3428.4,1690.2,3512,322.44,56.833
168.58,78.469,461.18,34.4,28,1584.5,616,1250,32.803,1255.5,29797,26.135,59.333,43.999,285.48,225.91,2038.6,3835.5,3428.8,1690.5,3512.3,322.44,56.837
168.52,78.443,461.16,34.4,28,1584.3,616,1250,32.817,1255.5,29793,26.14,59.316,43.989,285.48,225.88,2038,3835.9,3428.3,1690.7,3512.4,322.44,56.84
168.46,78.42,461.12,34.4,28,1584.1,616,1250,32.834,1255.5,29787,26.142,59.307,43.978,285.47,225.86,2037.7,3836.2,3427.7,1690.9,3512.4,322.43,56.841
168.44,78.408,461.01,34.4,28,1584.7,616,1250,32.844,1255.5,29780,26.143,59.35,43.972,285.47,225.84,2039.2,3836.3,3427.4,1691.1,3512.4,322.42,56.843
168.42,78.395,460.74,34.4,28,1586.2,615.99,1250,32.854,1255.6,29771,26.143,59.462,43.965,285.46,225.82,2043,3836.3,3427,1691.3,3512.3,322.41,56.843
168.48,78.404,460.68,34.4,28,1587,615.99,1250,32.849,1255.6,29763,26.144,59.516,43.971,285.47,225.83,2044.8,3836.3,3427.2,1691.7,3512.4,322.41,56.844
168.49,78.4,460.65,34.4,28,1587.2,615.99,1250,32.849,1255.6,29755,26.145,59.533,43.972,285.47,225.82,2045.4,3836.5,3427.1,1692,3512.4,322.41,56.845
168.53,78.401,460.59,34.4,28,1587.8,615.99,1250,32.844,1255.6,29750,26.148,59.579,43.976,285.48,225.82,2047,3836.6,3427.1,1692.2,3512.4,322.4,56.846
168.53,78.391,460.66,34.4,28,1587.4,616,1250,32.848,1255.6,29745,26.15,59.547,43.974,285.48,225.81,2045.9,3836.8,3426.9,1692.2,3512.4,322.4,56.847
168.47,78.367,460.75,34.4,28,1586.5,616.01,1250,32.862,1255.6,29741,26.15,59.479,43.964,285.46,225.78,2043.6,3836.9,3426.3,1692.3,3512.4,322.39,56.848
168.36,78.332,460.93,34.4,28,1584.7,616.01,1250,32.888,1255.6,29734,26.144,59.351,43.944,285.42,225.74,2039.2,3836.6,3425.3,1692.3,3512.1,322.37,56.846
168.34,78.322,460.75,34.4,28,1585.7,616,1250,32.897,1255.6,29726,26.138,59.427,43.936,285.39,225.71,2041.8,3836.2,3424.8,1692.4,3511.8,322.36,56.843
168.26,78.299,460.7,34.4,28,1585.5,616,1250,32.913,1255.6,29716,26.128,59.415,43.921,285.35,225.66,2041.4,3835.6,3423.9,1692.7,3511.4,322.34,56.838
168.31,78.308,460.5,34.4,28,1587.1,615.99,1250,32.906,1255.6,29707,26.12,59.529,43.925,285.33,225.65,2045.3,3835,3423.7,1693.1,3510.9,322.33,56.832
168.34,78.31,460.4,34.4,28,1587.9,615.99,1250,32.898,1255.6,29699,26.112,59.586,43.928,285.31,225.63,2047.3,3834.5,3423.4,1693.5,3510.3,322.32,56.825
168.38,78.313,460.1,34.4,28,1589.9,615.98,1250,32.886,1255.6,29695,26.107,59.738,43.935,285.3,225.62,2052.5,3834.1,3423.1,1693.8,3509.7,322.32,56.817
168.39,78.307,460.21,34.4,28,1589.3,615.99,1250,32.881,1255.6,29694,26.102,59.693,43.936,285.28,225.59,2050.9,3833.8,3422.5,1693.9,3509.1,322.31,56.808
168.36,78.291,460.24,34.4,28,1589,616,1250,32.882,1255.6,29693,26.096,59.667,43.933,285.25,225.55,2050,3833.4,3421.8,1693.9,3508.3,322.29,56.798
168.33,78.277,460.06,34.4,28,1589.9,615.99,1250,32.883,1255.6,29694,26.089,59.739,43.93,285.22,225.51,2052.5,3833,3421,1693.8,3507.6,322.28,56.789
168.33,78.271,460.31,34.4,28,1588.4,616.01,1250,32.879,1255.6,29695,26.082,59.626,43.93,285.19,225.48,2048.6,3832.5,3420.4,1693.7,3506.9,322.26,56.779
168.3,78.257,460.14,34.4,28,1589.2,616,1250,32.879,1255.6,29696,26.074,59.688,43.928,285.16,225.44,2050.7,3832.1,3419.7,1693.6,3506.1,322.25,56.77
168.24,78.235,460.33,34.4,28,1587.7,616.01,1250,32.886,1255.6,29696,26.065,59.577,43.919,285.12,225.39,2047,3831.5,3418.6,1693.6,3505.3,322.23,56.759
168.31,78.247,460.35,34.4,28,1588,616,1250.1,32.868,1255.6,29698,26.058,59.596,43.93,285.1,225.38,2047.6,3830.9,3418.4,1693.5,3504.6,322.22,56.75
168.37,78.254,460.33,34.4,28,1588.5,616,1250.1,32.849,1255.6,29702,26.054,59.63,43.942,285.1,225.36,2048.8,3830.6,3418.3,1693.4,3503.9,322.21,56.741
168.35,78.24,460.54,34.4,28,1587.1,616.01,1250.1,32.844,1255.6,29708,26.049,59.526,43.942,285.07,225.33,2045.2,3830.4,3417.6,1693.1,3503.3,322.2,56.733
168.39,78.241,460.58,34.4,28,1587,616.01,1250.1,32.83,1255.6,29715,26.047,59.523,43.952,285.07,225.31,2045.1,3830.2,3417.3,1692.7,3502.7,322.19,56.726
168.38,78.23,460.75,34.4,28,1586,616.01,1250.1,32.824,1255.6,29723,26.045,59.445,43.955,285.05,225.28,2042.4,3830.1,3416.7,1692.3,3502.2,322.18,56.719
168.46,78.242,460.81,34.4,28,1586.1,616.01,1250,32.802,1255.6,29732,26.047,59.449,43.971,285.07,225.29,2042.6,3830.2,3416.8,1691.7,3501.9,322.17,56.716
168.49,78.237,460.75,34.4,28,1586.6,616,1250,32.79,1255.6,29741,26.051,59.489,43.98,285.08,225.28,2043.9,3830.5,3416.7,1691.2,3501.8,322.17,56.714
168.51,78.23,460.93,34.4,28,1585.6,616.01,1250,32.782,1255.6,29752,26.055,59.414,43.988,285.09,225.27,2041.3,3830.9,3416.6,1690.6,3501.7,322.16,56.714
168.46,78.209,460.97,34.4,28,1585.1,616.01,1250,32.786,1255.6,29761,26.059,59.379,43.985,285.08,225.25,2040.1,3831.2,3416.1,1690.1,3501.7,322.15,56.716
168.47,78.201,460.95,34.4,28,1585.3,616,1250,32.783,1255.6,29768,26.063,59.392,43.989,285.09,225.24,2040.6,3831.5,3416,1689.6,3501.8,322.15,56.719
168.5,78.198,460.82,34.4,28,1586.2,616,1250,32.777,1255.6,29774,26.069,59.459,43.995,285.11,225.24,2042.9,3831.9,3416,1689.3,3502.1,322.15,56.723
168.47,78.18,460.75,34.4,28,1586.5,616,1250,32.783,1255.6,29778,26.073,59.481,43.993,285.11,225.22,2043.6,3832.3,3415.7,1689,3502.3,322.14,56.728
168.56,78.193,460.63,34.4,28,1587.8,615.99,1250,32.768,1255.6,29782,26.081,59.574,44.007,285.14,225.25,2046.8,3832.8,3416.2,1688.9,3502.7,322.14,56.735
168.65,78.205,460.82,34.4,28,1587.2,616,1250,32.751,1255.6,29787,26.093,59.527,44.023,285.18,225.27,2045.2,3833.6,3416.8,1688.8,3503.4,322.15,56.744
168.61,78.181,460.91,34.4,28,1586.3,616,1250,32.76,1255.5,29792,26.103,59.465,44.019,285.2,225.27,2043.1,3834.4,3416.6,1688.6,3503.9,322.15,56.753
168.63,78.175,461.02,34.4,28,1585.8,616.01,1250,32.762,1255.5,29795,26.113,59.428,44.023,285.23,225.28,2041.8,3835.2,3416.8,1688.5,3504.6,322.15,56.764
168.71,78.184,460.88,34.4,28,1587.2,615.99,1250,32.752,1255.5,29798,26.127,59.523,44.036,285.27,225.31,2045.1,3836.1,3417.5,1688.5,3505.5,322.16,56.777
168.64,78.152,461,34.4,28,1586,616,1249.9,32.771,1255.5,29799,26.137,59.438,44.024,285.28,225.3,2042.2,3836.9,3417.3,1688.5,3506.3,322.16,56.79
168.72,78.161,460.87,34.4,28,1587.3,615.99,1249.9,32.766,1255.5,29799,26.15,59.532,44.034,285.33,225.34,2045.4,3837.8,3418.1,1688.7,3507.3,322.16,56.805
168.65,78.13,461.06,34.4,28,1585.7,616.01,1249.9,32.789,1255.5,29797,26.16,59.414,44.021,285.34,225.33,2041.3,3838.6,3417.9,1688.9,3508.2,322.16,56.82
168.69,78.131,461.32,34.4,28,1584.3,616.01,1249.9,32.794,1255.5,29793,26.17,59.315,44.023,285.37,225.36,2037.9,3839.3,3418.5,1689.3,3509.2,322.17,56.836
168.69,78.121,461.2,34.4,28,1585.1,616,1249.9,32.803,1255.5,29788,26.179,59.37,44.021,285.39,225.38,2039.8,3840,3418.8,1689.7,3510.3,322.18,56.852
168.66,78.102,461.2,34.4,28,1584.9,616,1249.9,32.82,1255.5,29781,26.187,59.355,44.012,285.4,225.38,2039.3,3840.6,3418.9,1690.1,3511.2,322.18,56.867
168.63,78.085,461.17,34.4,28,1584.9,616,1249.9,32.839,1255.5,29772,26.193,59.357,44.002,285.4,225.39,2039.4,3841,3419,1690.6,3512.1,322.18,56.881
168.65,78.083,461.15,34.4,28,1585.1,616,1249.9,32.846,1255.5,29763,26.199,59.375,44,285.42,225.41,2040,3841.4,3419.4,1691.1,3513,322.18,56.895
168.67,78.077,460.98,34.4,28,1586.2,615.99,1249.9,32.855,1255.5,29753,26.204,59.458,43.997,285.43,225.42,2042.8,3841.8,3419.7,1691.7,3513.8,322.19,56.908
168.73,78.083,461.04,34.4,28,1586.3,616,1249.9,32.853,1255.5,29744,26.211,59.457,44.002,285.46,225.45,2042.8,3842.3,3420.3,1692.3,3514.7,322.19,56.922
168.72,78.074,460.86,34.4,28,1587.4,615.99,1249.9,32.863,1255.6,29736,26.218,59.538,43.997,285.47,225.47,2045.6,3842.8,3420.6,1692.8,3515.6,322.2,56.935
168.82,78.09,460.72,34.4,28,1588.8,615.98,1249.9,32.856,1255.6,29730,26.227,59.643,44.007,285.51,225.52,2049.2,3843.3,3421.6,1693.2,3516.6,322.21,56.95
168.81,78.077,460.74,34.4,28,1588.6,615.99,1249.9,32.867,1255.6,29725,26.235,59.628,44.003,285.52,225.54,2048.7,3844,3422,1693.5,3517.7,322.22,56.966
168.7,78.042,460.55,34.4,28,1589.2,615.99,1249.9,32.897,1255.6,29718,26.239,59.673,43.983,285.51,225.53,2050.3,3844.3,3421.7,1693.7,3518.6,322.22,56.98
168.67,78.027,460.23,34.4,28,1590.9,615.98,1249.9,32.916,1255.6,29709,26.24,59.802,43.971,285.5,225.54,2054.7,3844.5,3421.9,1693.9,3519.5,322.22,56.994
168.61,78.005,460.24,34.4,28,1590.5,615.99,1249.9,32.941,1255.6,29698,26.238,59.773,43.954,285.48,225.54,2053.7,3844.4,3421.8,1694.3,3520.3,322.22,57.007
168.69,78.022,460.08,34.4,28,1592,615.99,1249.9,32.937,1255.6,29687,26.239,59.881,43.959,285.49,225.57,2057.4,3844.4,3422.6,1694.8,3521.2,322.23,57.02
168.64,78.002,460.04,34.4,28,1592,615.99,1249.9,32.954,1255.6,29676,26.236,59.882,43.947,285.47,225.57,2057.4,3844.3,3422.6,1695.2,3521.9,322.23,57.032
168.73,78.018,460.02,34.4,28,1592.6,615.99,1249.9,32.946,1255.6,29668,26.237,59.924,43.954,285.49,225.61,2058.9,3844.3,3423.3,1695.6,3522.7,322.24,57.043
168.7,78.003,460.02,34.4,28,1592.5,616,1249.9,32.956,1255.6,29662,26.236,59.915,43.947,285.47,225.62,2058.5,3844.2,3423.4,1695.9,3523.3,322.24,57.053
168.65,77.981,459.86,34.4,28,1593.2,615.99,1250,32.973,1255.6,29656,26.232,59.967,43.935,285.45,225.61,2060.3,3844.1,3423.1,1696.1,3523.8,322.24,57.061
168.56,77.953,459.77,34.4,28,1593.1,616,1250,32.996,1255.6,29648,26.225,59.967,43.916,285.41,225.58,2060.3,3843.7,3422.6,1696.3,3524.1,322.23,57.066
168.5,77.934,459.93,34.4,28,1591.8,616.01,1250,33.014,1255.6,29640,26.215,59.872,43.901,285.36,225.56,2057.1,3843,3422.2,1696.6,3524.2,322.22,57.069
168.37,77.898,460.2,34.4,28,1589.4,616.02,1250,33.044,1255.7,29630,26.199,59.695,43.874,285.29,225.51,2051,3842,3421.1,1697.1,3523.9,322.21,57.067
168.38,77.898,460.1,34.4,28,1590,616.01,1250,33.048,1255.7,29619,26.182,59.742,43.868,285.24,225.49,2052.6,3840.9,3420.8,1697.7,3523.5,322.19,57.062
168.35,77.889,460.31,34.4,28,1588.5,616.01,1250,33.053,1255.7,29610,26.165,59.634,43.859,285.18,225.46,2048.9,3839.7,3420.1,1698.5,3522.9,322.18,57.054
168.44,77.911,460.37,34.4,28,1588.7,616.01,1250,33.031,1255.7,29605,26.151,59.643,43.871,285.16,225.46,2049.2,3838.7,3420.2,1699.1,3522.3,322.18,57.045
168.54,77.93,460.61,34.4,28,1587.8,616.01,1250.1,33.005,1255.7,29606,26.141,59.575,43.886,285.14,225.46,2046.9,3837.9,3420.3,1699.6,3521.6,322.18,57.036
168.48,77.906,460.84,34.4,28,1586,616.02,1250.1,33.006,1255.7,29610,26.13,59.445,43.88,285.09,225.42,2042.4,3837.3,3419.4,1699.8,3520.8,322.16,57.024
168.45,77.891,460.81,34.4,28,1586,616.01,1250.1,33.004,1255.7,29616,26.118,59.445,43.877,285.05,225.38,2042.4,3836.5,3418.6,1699.7,3519.9,322.15,57.012
168.42,77.878,460.72,34.4,28,1586.4,616,1250.1,33.001,1255.7,29623,26.106,59.472,43.875,285,225.34,2043.3,3835.7,3417.8,1699.5,3519,322.13,57
168.4,77.868,460.74,34.4,28,1586.1,616,1250.1,32.995,1255.7,29629,26.094,59.455,43.875,284.96,225.3,2042.8,3834.9,3417.2,1699.3,3518.1,322.12,56.988
168.4,77.862,460.78,34.4,28,1585.9,616,1250.1,32.986,1255.7,29637,26.082,59.437,43.877,284.92,225.27,2042.1,3834.1,3416.6,1699.1,3517.3,322.11,56.977
168.38,77.85,460.78,34.4,28,1585.8,616,1250.1,32.981,1255.7,29645,26.071,59.429,43.877,284.88,225.24,2041.9,3833.4,3415.8,1698.8,3516.5,322.09,56.966
168.34,77.836,460.82,34.4,28,1585.3,616,1250.1,32.977,1255.7,29653,26.059,59.396,43.875,284.83,225.19,2040.7,3832.6,3415,1698.4,3515.6,322.08,56.954
168.3,77.82,460.82,34.4,28,1585,616,1250.1,32.974,1255.7,29661,26.046,59.378,43.872,284.78,225.15,2040.1,3831.7,3414.1,1697.9,3514.6,322.06,56.941
168.35,77.829,460.66,34.4,28,1586.3,615.99,1250.1,32.954,1255.7,29669,26.036,59.473,43.883,284.76,225.12,2043.4,3831,3413.7,1697.4,3513.7,322.05,56.928
168.24,77.794,460.63,34.4,28,1585.8,616,1250.1,32.961,1255.7,29677,26.023,59.435,43.871,284.69,225.05,2042.1,3830.2,3412.2,1696.9,3512.5,322.02,56.913
168.28,77.799,460.61,34.4,28,1586.2,616,1250.1,32.945,1255.7,29686,26.012,59.461,43.879,284.66,225.02,2043,3829.4,3411.6,1696.3,3511.4,322.01,56.897
168.21,77.777,460.85,34.4,28,1584.3,616.01,1250.1,32.944,1255.7,29694,26,59.324,43.874,284.61,224.95,2038.2,3828.6,3410.3,1695.9,3510.1,321.99,56.88
168.25,77.782,460.98,34.4,28,1583.7,616.01,1250.1,32.926,1255.7,29702,25.989,59.283,43.883,284.58,224.91,2036.8,3827.9,3409.6,1695.5,3508.8,321.97,56.862
